conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,74118E+18;Sat Dec 30 19:29:39 +0000 2023;0;Kalo worth pendidikan cuma mikirin BEP ya begini jadi tolol opinion. Kecuali kalo si calon mahasiswa ini sendiri yang cari duit buat kuliahnya sendiri selain dari ini tetep harus empati sama ortu masing2 untuk milih tempat kuliah sesuai kemampuan ortunya bukan BEPnya;1,74118E+18;;;in;South Sumatra, Indonesia;0;0;0;https://x.com/hnsel_PS/status/1741179760188010907;262693473;hnsel_PS
1,74118E+18;Sat Dec 30 19:23:36 +0000 2023;0;Manusia penjilat asal usulnya dari ekonomi menengah bkn dari org missqueen.Salah satunya biaya pendidikan mahal akhirnya korupsi demi anak dpt kuliah bergengsi berbiaya mahal krn ketimpangan kualitas kampus Cc @ganjarpranowo @mohmahfudmd @PDI_Perjuangan @ferrykoto @aniesbaswedan;1,74118E+18;;;in;;1;0;0;https://x.com/Hendrikorachman/status/1741178241044607440;1,11946E+18;Hendrikorachman
1,74118E+18;Sat Dec 30 19:13:32 +0000 2023;1;Kuliah pendidikan kalau lulus ga mikirin jadi guru yg penting kerja ae lahh https://t.co/wAqrclswyS;1,74118E+18;https://pbs.twimg.com/media/GCnmEnxa4AATJsA.jpg;;in;Indonesia;0;0;0;https://x.com/ikhwanmaulanaf_/status/1741175705776570587;1,23978E+18;ikhwanmaulanaf_
1,74117E+18;Sat Dec 30 18:48:07 +0000 2023;0;Jumlah mahasiswa seluruh +62 sbyk 7.8 jt sdgkan SMA 28 jt diluar kejuruan. Jumlah org missqueen 26 jt menengah 115 jt. Artinya yg bermasalah itu ekonomi menengah kesulitan utk biaya kuliah krn biaya pendidikan mahal Cc @ganjarpranowo @PDI_Perjuangan @mohmahfudmd @aniesbaswedan;1,74117E+18;;;in;;1;0;0;https://x.com/Hendrikorachman/status/1741169310410920383;1,11946E+18;Hendrikorachman
1,74115E+18;Sat Dec 30 17:20:41 +0000 2023;1;i'm so nosy.. hao kuliah jurusan pendidikan musik pasti dia pernah dapat tugas buat aransemen lagu atau bahkan compose lagu juga... I'M SO NOSY I WANT TO KNOWWWWW i want to listen to his arrangement and/or composed songs.... https://t.co/SHYVwN8wFs;1,74115E+18;https://pbs.twimg.com/tweet_video_thumb/GCnMOjbaQAAhmZS.jpg;;in;昊国—rosin. ‹𝟹˖࣪;0;0;0;https://x.com/vioIinzh/status/1741147306270023906;1,37858E+18;vioIinzh
1,74095E+18;Sat Dec 30 17:18:50 +0000 2023;2;@christia_wan @madHink capres lain sdh agendakan program yg memastikan ketersediaan bangku kuliah utk semua postur pendidikan kita jelek terlalu piramida. SD gede SMP gede SMA ramping S1 sempit apalagi S2 S3 program 2 capres ini nyambung kampus harus cuku;1,74115E+18;;christia_wan;in;London 🇬🇧 · Malang 🇮🇩;0;0;0;https://x.com/ikhwanuddin/status/1741146840228049014;1976991588;ikhwanuddin
1,74111E+18;Sat Dec 30 14:58:23 +0000 2023;0;mereka ngobrol santai aja hari itu tp bedanya hari ini di kafe. k4rina ngasih tau kalo dia mau pindah besok katanya mau lanjut kuliah di New York. w1nter sedih si tp ya pendidikan emang penting. akhirnya dia nawarin buat anter ke bandara. k4rina setuju soalnya w1nter ngeyel.;1,74111E+18;;oldliqueur;in;Stockholm, Sweden;0;1;0;https://x.com/oldliqueur/status/1741111493679284712;1,64902E+18;oldliqueur
1,74109E+18;Sat Dec 30 13:39:06 +0000 2023;1;Yang mau kuliah S1 gratis di Oxford/Cambridge bisa coba beasiswa ini. #kuliah #beasiswa #pendidikan KULIAH S1 GRATIS DI INGGRIS https://t.co/JwcDO8pA0y;1,74109E+18;;;in;;0;0;0;https://x.com/RianWidagdo/status/1741091545087160383;1,57231E+18;RianWidagdo
1,74109E+18;Sat Dec 30 13:22:40 +0000 2023;0;Tak cuma uang pangkal cek rincian biaya kuliah anak yang perlu kamu perhitungkan! Pelajari juga tips siapkan dana pendidikan di sini! https://t.co/gAPPNjLjJ9;1,74109E+18;;;in;Ambon, Maluku;0;0;0;https://x.com/seprida_9/status/1741087409012691213;82546208;seprida_9
1,74062E+18;Sat Dec 30 08:04:20 +0000 2023;0;@indiratendi Ini kejadian sm kakak sy hrs membiayai 4 org anaknya meski hrs pontang panting....alhamdulillah anak pertamanya stlh selesai kuliah dpt kerja bagus dan bs membantu biaya pendidikan adik2 nya bahkan mau di kuliahin S2 sm perusahaan;1,74101E+18;;indiratendi;in;Depok;0;1;0;https://x.com/hasanbunir/status/1741007297781150160;2405457924;hasanbunir
1,74101E+18;Sat Dec 30 08:04:02 +0000 2023;0;Ini kalo ada yang kesinggung perihal tweet di postingan kemampuan literasinya dipertanyakan bjir. Apa salahnya kuliah di Top PTN dengan biaya pendidikan murah? Kaga semua orang dapet beasiswa kaga semua orang punya privilege duit orangtua.;1,74101E+18;;;in;;0;0;0;https://x.com/Suczking/status/1741007221688013129;1,5054E+18;Suczking
1,74101E+18;Sat Dec 30 07:58:10 +0000 2023;1;bismillah kuliah nanti ikut duta pendidikan;1,74101E+18;;;in;Ahmad Syihabuddin, S.Ap.;0;0;0;https://x.com/theperintis/status/1741005745817362532;1,65736E+18;theperintis
1,741E+18;Sat Dec 30 07:15:43 +0000 2023;0;untuk saat ini mommy pastikan pendidikan nomor satu! walo telat tipis2 kmren karnaa biaya kuliah mahal bgt aku nda sanggup untuk biayain diri sndiri hehe:( oh ya rencananya taun dpn mau lanjut s2! biar kalo km nanya2 ttg dunia ini aku bisa jwb dengan pengetahuanku!;1,741E+18;;;in;;0;0;0;https://x.com/haicapeyea/status/1740995062937559541;1,43673E+18;haicapeyea
1,74099E+18;Sat Dec 30 07:11:48 +0000 2023;1;hello there! absen coba yang jurusan kuliah nya pendidikan bahasa inggris. honestly sender ambil jurusan ini karena ambil bahasa inggris nya doang is it okay? eng!;1,74099E+18;;;in;SUPPORT ;0;3;0;https://x.com/englishfess_/status/1740994074948358402;1,3653E+18;englishfess_
1,74099E+18;Sat Dec 30 06:58:31 +0000 2023;0;Yg artinya lagi kalau mau kuliah harus sadar konsekuensi dari awal alias bayar sendiri. Dan lanjut pertanyaan bukannya negara bisa maju kalau di dukung oleh riset dan teknologi dan semua itu rasa2nya susah di gapai kalau rata2 pendidikan orang2 kita hanya lulusan SMA/SMK??;1,74099E+18;;nemowith3line1;in;;0;1;0;https://x.com/nemowith3line1/status/1740990733237325919;1,55688E+18;nemowith3line1
1,74099E+18;Sat Dec 30 06:44:06 +0000 2023;0;Lo tau gk yg mahal di dunia itu apa? Yap pendidikan. Kenapa? Akar dri semua kompleksitas dunia tuh ada di pendidikan. Pola pikir gk bisa diukur pke ukuran manusia. Kta mma pas udh lulus kuliah lo bru bisa tau trnyata pnddikan tuh gk bisa diukur apa apa. Ada prbedaan signifikan;1,74099E+18;;;in;;0;1;0;https://x.com/tramssu/status/1740987106460369205;1,21048E+18;tramssu
1,74098E+18;Sat Dec 30 06:32:42 +0000 2023;2;Kita terbius liberalisasi pendidikan bahwa kuliah memang harus mahal...;1,74098E+18;;;in;;0;2;1;https://x.com/ramaparamahams/status/1740984234750468336;1,24363E+18;ramaparamahams
1,7407E+18;Sat Dec 30 06:30:57 +0000 2023;0;@biehoen YA ALLAH SEMOGA IPK KITA 3.5++++ YA ALLAHHHH DOA INI BERLAKU UNTUK AKU KAMU DAN KITA YANG SEDANG MENEMPUH PENDIDIKAN DI KULIAH. SEMOGA ALLAH MEMBERI KITA KEBAHAGIAAN DENGAN MELIHAT NILAI YANG DIHARAPKAN YA ALLAH AAMIIN;1,74098E+18;;beehoen;in;;0;0;0;https://x.com/selstudd/status/1740983797729128905;1,57835E+18;selstudd
1,74098E+18;Sat Dec 30 06:23:59 +0000 2023;2;@Ghurem2 @panjianom102 Program KTP Sakti ini bakal menyatukan berbagai program bansos yang sudah ada seperti subsidi pendidikan meliputi Program Indonesia Pintar Kartu Indonesia Pintar (KIP) dan Kartu Indonesia Pintar Kuliah. #KTPSaktiGanjar;1,74098E+18;;Ghurem2;in;Lor Rel Kidul Sepur;0;1;1;https://x.com/Kosimatkasah/status/1740982043276988525;7,54652E+17;Kosimatkasah
1,74093E+18;Sat Dec 30 06:22:33 +0000 2023;4;@mantriss Well Ada UT yg sdh mendapat mandat negara dlm meratakan pendidikan jenjang sarjana. Bahkan TKi pun msh bs kuliah di UT. Sbgian Pemda &amp;;;;;;;;;;;
1,74098E+18;Sat Dec 30 06:21:00 +0000 2023;2;Program KTP Sakti ini bakal menyatukan berbagai program bansos yang sudah ada seperti subsidi pendidikan meliputi Program Indonesia Pintar Kartu Indonesia Pintar (KIP) dan Kartu Indonesia Pintar Kuliah. #KTPSaktiGanjar https://t.co/CMhQ9N4X8o;1,74098E+18;https://pbs.twimg.com/media/GCk1QiYbsAAdJTN.jpg;;in;Lor Rel Kidul Sepur;0;0;1;https://x.com/Kosimatkasah/status/1740981291628310605;7,54652E+17;Kosimatkasah
1,74098E+18;Sat Dec 30 06:15:38 +0000 2023;0;Tak cuma uang pangkal cek rincian biaya kuliah anak yang perlu kamu perhitungkan! Pelajari juga tips siapkan dana pendidikan di sini! https://t.co/fSYXS7KHcP;1,74098E+18;;;in;Ambon, Maluku;0;0;0;https://x.com/seprida_9/status/1740979939468525853;82546208;seprida_9
1,74079E+18;Fri Dec 29 17:50:46 +0000 2023;0;baca baca in uang yg dibutuhkan untuk IISMA dan sadar pendidikan ku terhalang ekonomi mimpi yg mw gue capai bgt itu ketika udh ngerasain gmna hidup di luar negeri nyambi kerja/kuliah;1,74079E+18;;;in;teenager ;0;1;0;https://x.com/foavorit/status/1740792488191991837;1,46235E+18;foavorit
1,74078E+18;Fri Dec 29 16:43:16 +0000 2023;0;gak rekomenin lu semua kuliah di universitas pendidikan indonesia kalo ngamau tiap tahun baru kewarasannya ilang;1,74078E+18;;;in;;0;1;0;https://x.com/myungjaepsdo/status/1740775501286051973;2759019010;myungjaepsdo
1,74077E+18;Fri Dec 29 16:15:55 +0000 2023;0;yaudah disitu ngobrol lah dan bapak bilang kalo kamu keterima nanti lanjutin itu pun karna bapak dapet wejangan dari teman-teman juga sodara lain kek kalo buat pendidikan rejeki insyaAllah selalu ada. dan udah deh terkabul lah bisa kuliah di sana dan usaha bareng sama ortu;1,74077E+18;;urmyshineee;in;location unknown ;0;1;0;https://x.com/urmyshineee/status/1740768619259449587;1,54746E+18;urmyshineee
1,74077E+18;Fri Dec 29 16:03:32 +0000 2023;0;anak UI tapi logika ga jalan ini jadi PR penting pendidikan kita. bayangin kuliah di universitas bergengsi tapi logika ga jalan apa ga merasa bodoh itu dosennya ;1,74077E+18;;;in;He/his;0;0;0;https://x.com/jno_ya/status/1740765501381554590;1,01252E+18;jno_ya
1,74075E+18;Fri Dec 29 15:21:18 +0000 2023;0;Banyak apalagi kalau masa UAS. Semester ini ada mata kuliah Strategi Pembelajaran Kurikulum BSI Bahasa dan Sastra Pendidikan dan Dasar-dasar Wacana.;1,74075E+18;;;in;📖 (9/20) — MDNI.;0;0;0;https://x.com/histeoric/status/1740754876555235667;1,45137E+18;histeoric
1,2927E+18;Fri Dec 29 15:14:07 +0000 2023;1;@Kemdikbud_RI Jadi kating2 ini tau pasti d suruh bersihkan rumahnya semacam ngarit2 seperti itu. Mohon dengan sangat pak diperhatikan. Serasa ga guna kuliah kalo masi ada ginian di tenaga pendidikan. Salam hormat;1,74075E+18;;Dyrann_;in;Bintan Utara, Indonesia;0;0;0;https://x.com/Dyrann_/status/1740753066994135394;1,20586E+18;Dyrann_
1,74075E+18;Fri Dec 29 15:03:06 +0000 2023;3;Buat yang mau masuk IPB jalur SNBP dan SNBT nih Ada 15 jurusan kuliah di IPB yang daya tampungnya cukup besar source: @ipb24jam #pendidikan #indonesia #sekolah #belajar #pendidikanindonesia #education #mahasiswa #pendidikankarakter #bimbel #guru #edukasi #kuliah #kampus https://t.co/JvSqnQXFRQ;1,74075E+18;https://pbs.twimg.com/ext_tw_video_thumb/1740750185385627649/pu/img/uICz9cb1Hi1Sixo1.jpg;;in;;0;1;2;https://x.com/didikpos/status/1740750296475996274;1,68006E+18;didikpos
1,7407E+18;Fri Dec 29 14:35:45 +0000 2023;0;@famsgariskeras @kkkuidaore https://t.co/gOpMVAH4ml sure tegar aja clearly she had a point when someone couldn t afford untuk kuliah di fh dan malah disuruh jangan masuk fakultas itu bukannya malah protes ukt tinggi. pendidikan untuk semua kalangan bukan?;1,74074E+18;;famsgariskeras;in;they/them;0;0;0;https://x.com/J3MBOOT/status/1740743410192171129;1,69949E+18;J3MBOOT
1,74059E+18;Fri Dec 29 14:10:38 +0000 2023;0;@DedynurPalakka @kaesangp @psi_id Ya ampun mas. Hidup enak sejak kecil materi terjamin akses pendidikan luar negeri lulus kuliah ga perlu cari kerja cukup bisnis dgn permodalan yang mudah privilage anak presiden dibuatkan jalan tol utk karir politik dll d;1,74074E+18;;DedynurPalakka;in;Dimana-mana hatiku senang.;0;0;0;https://x.com/dennis85_/status/1740737090172985559;100107803;dennis85_
1,74074E+18;Fri Dec 29 14:02:53 +0000 2023;0;More like kuliah pendidikan Abang kuliah teknik adek wkwkwkwk;1,74074E+18;;;in;doffy's doll :p;0;0;0;https://x.com/shimiezzu/status/1740735139586683217;1,45279E+18;shimiezzu
1,74069E+18;Fri Dec 29 13:08:22 +0000 2023;0;@nafiskaa__ aku anak pendidikan. bisa banget dan tau banget tipe soal HOTS tiap jenjang sekolah;1,74072E+18;;nafiskaa__;in;;0;0;0;https://x.com/snjajokitugas/status/1740721419166879896;1,202E+18;snjajokitugas
1,7407E+18;Fri Dec 29 11:59:09 +0000 2023;1;when u disuruh evaluasi dosen tapi dosennya ga terima dan lagi2 ancaman klasik dengan nilai. where's the kebebasan berpendapat? lingkungan pendidikan tinggi loh. that dosen juga pernah kuliah lol disgusting af;1,7407E+18;;;in;tebak lokesyen;0;0;0;https://x.com/amorexun/status/1740704001556107324;9,44477E+17;amorexun
1,74021E+18;Fri Dec 29 05:20:17 +0000 2023;0;@rahung org org yg pendidikan ga sampe kuliah memandang mahasiswa sbg org yg pintar benar dan terdidik. eh argumennya sampah dari tiktok semua. asuu asuu;1,7406E+18;;rahung;in;;0;0;0;https://x.com/inspekturladusi/status/1740603622835232784;1,17524E+18;inspekturladusi
1,7406E+18;Fri Dec 29 05:10:45 +0000 2023;0;tolol kalo emg orang tua lo ud gamampu buat ngebiaya in pendidikan lo lo usaha kek kerja sambil kuliah bisa gausa jadi beban buat kakak lo apalagi dia ud berkeluarga. seharusnya sampe situ aja lo bs mikir wkwk emg dasarnya beban aja lo nya.;1,7406E+18;;;in;DKI Jakarta, Indonesia;0;0;0;https://x.com/Jjknovsnf/status/1740601225710838237;1,25937E+18;Jjknovsnf
1,73949E+18;Fri Dec 29 04:23:29 +0000 2023;1;@collegemenfess Saya kuliah pendidikan bahasa inggris - lemah - letih - loyo - lesu - asam lambung Selalu DIANGGAP SBG KAMUS BERJALAN DAN BISA BERBICARA FAFIFU WASWESWOS - stress - anxiety - oxford dictionary - mabok jurnal - asam lambung;1,74059E+18;;collegemenfess;in;;0;0;0;https://x.com/pinkypuppies/status/1740589328122949721;1,62188E+18;pinkypuppies
1,74023E+18;Fri Dec 29 04:20:39 +0000 2023;0;@tanyarlfes 1. rumah 2. mobil 3. pendidikan 4. ga akan dibanding-bandingkan 5. bebas memilih yg diinginkan selagi dlm batasan agama 6. bebas mau kuliah apa tp saranin technic engineering ga akan dapat tamparan 7. lets see;1,74059E+18;;tanyarlfes;in;;0;0;0;https://x.com/hellonesa_/status/1740588618383761452;543405897;hellonesa_
1,74059E+18;Fri Dec 29 04:17:06 +0000 2023;1;Yang bilang BPJS gratis bukannya PSI? Yang bilang pendidikan (kuliah sih sebenernya) gratis bukannya Gelora?;1,74059E+18;;;in;Southern Wood Forest;0;0;0;https://x.com/MIFS_72/status/1740587724300829103;804606949;MIFS_72
1,74058E+18;Fri Dec 29 04:13:59 +0000 2023;0;GA GUNA KALO LO MAHASISWA TAPI BERTINGKAH KYK ITU MAHASISWA GA ADA PENDIDIKAN MAHASISWA TOLOL baru sekarang gw tau berapa banyak mahasiswa yang coasting kuliah lewat jalur uang aja.;1,74059E+18;;AoiLivid;in;;0;1;0;https://x.com/AoiLivid/status/1740586939638804559;1,23634E+18;AoiLivid
1,74055E+18;Fri Dec 29 03:11:49 +0000 2023;0;@belummandipagi Kamu adalah aku ga pernah mau kalo disuruh jadi guru padahal kuliah jurusan pendidikan;1,74057E+18;;belummandipagi;in;Magic Shop;0;1;0;https://x.com/serendespity/status/1740571294649954324;1,23791E+18;serendespity
1,74055E+18;Fri Dec 29 02:19:04 +0000 2023;53;@sbmptnfess UNS murah? Wkwkwkwk Aku dan adikku sama sama kuliah di prodi pendidikan yg bukan MIPA dan dan ga banyak praktikum. Adik di UNS aku di PTN Pendidikan Provinsi sebelah. Ukt adekku 1 juta lebih tinggi daripada ukt-kuㅡdan itu jaket almamater UNS;1,74056E+18;;sbmptnfess;in;;0;0;0;https://x.com/anflfkdl/status/1740558017681293332;1,20361E+18;anflfkdl
1,74026E+18;Fri Dec 29 02:12:15 +0000 2023;3;@zanatul_91 inilah yg membuat gw switch career setelah lulus kuliah karena isu pendidikan di negeri ini masih panjang urusannya. dan sekarang ngurus pendidikan anak alhasil harus diskusi panjang lebar supaya terlahir generasi yang lebih cakap. Kedepannya ;1,74056E+18;;zanatul_91;in;indonesia;0;0;0;https://x.com/Gvnjrhm/status/1740556304425652351;94506806;Gvnjrhm
1,7402E+18;Fri Dec 29 02:06:20 +0000 2023;0;@convomfs Pendidikan banh dari nangisin ketolak snbp gagal daftar pbutm utbk bayar ukt ongkos pp kuliah pembayaran buku sampe tugas UAS yang gada habis-habisnya ;1,74055E+18;;convomfs;in;jake 🐺 ⬆ hoon🐰￬;0;0;0;https://x.com/bisultae_/status/1740554814487163116;1,30665E+18;bisultae_
1,74055E+18;Fri Dec 29 01:59:28 +0000 2023;0; Saya kuliah pendidikan guru dasar - lemah - fix jadi guru - berarti di sd ya ngajarnya? Saya MEREALISASIKAN ALINEA KE-4 UUD 1945 - tegas - patriotik - pahlawan gen z era;1,74055E+18;;;in;;0;0;0;https://x.com/bagbigbuk/status/1740553086178086966;1,26458E+18;bagbigbuk
1,74053E+18;Fri Dec 29 01:39:45 +0000 2023;1;@himatchajau @worksfess Semua orang punya rejeki masing masing bahkan lulusan sd juga bisa kerja. Tapi kamu harus paham kalau pendidikan lebih tinggi kesempatanmu lebih luas. Kesempatan itu tetmasuk pengembangan karir. Emang betul ada yang ga kuliah tapi ;1,74055E+18;;himatchajau;in;;0;1;0;https://x.com/inikambeng/status/1740548125822239096;1,09695E+18;inikambeng
1,74054E+18;Fri Dec 29 01:07:54 +0000 2023;1;tapi kadang mikir tingkat pendidikan di indonesia rendah sedangkan bayar sekolah emang mahal. punya banyak temen yg pinter tapi ga lanjut kuliah karna kendala ekonomi. tapi kan banyak beasiswa engga juga informasi kayak gitu ga menyebar secara merata.;1,74054E+18;;;in;Bogor, Indonesia;0;3;0;https://x.com/byaciaa/status/1740540111216136351;1882276872;byaciaa
1,7402E+18;Thu Dec 28 18:55:31 +0000 2023;0;@cgrttsafter_cry Minta orang yang ga pernah ngenyam pendidikan formal untuk beradab tapi mereka yang sampe ke bangku kuliah berlaku biadab.;1,74045E+18;;cgrttsafter_cry;in;Karawaci Cricket Ground, TNG;0;0;0;https://x.com/SmudgeStan/status/1740446395205828731;1,2029E+18;SmudgeStan
1,7402E+18;Thu Dec 28 18:44:44 +0000 2023;0;@convomfs pendidikan terlalu problematik dlm menjalani kuliah;1,74044E+18;;convomfs;in;;0;0;0;https://x.com/nobronizz/status/1740443683827380354;1,53015E+18;nobronizz
1,74041E+18;Thu Dec 28 16:20:41 +0000 2023;295;Bener pak @aniesbaswedan biaya pendidikan untuk jadi dokter tinggi saya merasakan biaya anak saya selain biaya kuliah alat praktek kuliah biayanya mahal Atas dasar in saya bercita-cita mendirikan pondok Tanfidz Qur'an agar anak yatim bisa Kuliah dari jalur Hafidz Qu'an https://t.co/SUKoEOwe0t;1,74041E+18;https://pbs.twimg.com/ext_tw_video_thumb/1740407142312783872/pu/img/KnP_T46rQyvTDjwO.jpg;;in;DKI Jakarta, Indonesia;3;10;120;https://x.com/Gojekmilitan/status/1740407429492523014;1,249E+18;Gojekmilitan
1,74039E+18;Thu Dec 28 15:51:40 +0000 2023;0;@rubyleave yg gw heran tuh knp suhu di bangkok msh bisa nyampe 19-20 derajat pdhl itu kota pesisir iklim tropis. pendidikan gak beda jauh tp jauh lebih inklusif + kek ny enak jg kuliah pke seragam hahah yg disayangin sih layanan bus di sana msh jelek teru;1,7404E+18;;rubyleave;in;;0;1;0;https://x.com/gentrifybimbo/status/1740400128060735798;1,11732E+18;gentrifybimbo
1,7404E+18;Thu Dec 28 15:47:16 +0000 2023;0;Sungkem sama gua soale ya angzay dia lagi pendidikan dan gua udh lulus kuliah;1,7404E+18;;Daebucinapon_;in;United States;0;0;0;https://x.com/Daebucinapon_/status/1740399021917925610;8,97242E+17;Daebucinapon_
1,74033E+18;Thu Dec 28 15:28:55 +0000 2023;6;@shopeecandy @worksfess Haiii boleh bgt krn km ttp bs daftar pake ijazah s1 kamu. Tp krn nanti sistem pendidikan/ penempatannya itu bs seluruh Indonesia ya itu km hrs consider jg gmn kuliah s2 kamu klo km ga di kota yg sama;1,74039E+18;;shopeecandy;in;Indonesia;0;1;0;https://x.com/sagaaloves/status/1740394403162997091;1,26022E+18;sagaaloves
1,74028E+18;Thu Dec 28 15:21:09 +0000 2023;0;@Melihat_Indo jasa bapak untuk pendidikan Indonesia sangat besar pak bagaimana mereka yang tidak pernah bermimpi kuliah akan kuliah karena bapak;1,74039E+18;;Melihat_Indo;in;;0;0;0;https://x.com/Kurniawati5394/status/1740392450798321964;1,73523E+18;Kurniawati5394
1,74038E+18;Thu Dec 28 14:24:08 +0000 2023;1; Memilih jurusan kuliah sesuai passion pastinya asik banget! Di thread ini Mimin akan share tips dan trik untuk membantu teman-teman menemukan jalur pendidikan sesuai dengan passion! Let's explore!;1,74038E+18;;;in;Plaza City View, South Jakarta;0;1;0;https://x.com/CakrawalaUniv/status/1740378101622976746;1,61382E+18;CakrawalaUniv
1,74028E+18;Thu Dec 28 14:22:18 +0000 2023;0;@Melihat_Indo Benar sekali Semua orang berhak untuk mengenyam pendidikan yang sama apalagi dengan visi misi Pak Ganjar anak-anak bisa kuliah hingga sarjana;1,74038E+18;;Melihat_Indo;in;;0;0;0;https://x.com/febri697909/status/1740377641289703791;1,72297E+18;febri697909
1,74035E+18;Thu Dec 28 14:11:07 +0000 2023;1;@collegemenfess pencapaian orang tuh beda2 ga si? klo suka pendidikan yaa monggo kalo mau kerja dulu juga silahkan mau berumah tangga dulu juga silahkan kita ga ada keharusan buat suka kuliah/ingin nikah dsb. yg oenting bertanggung jawab sama diri sendiri;1,74037E+18;;collegemenfess;in;Depok, Jawa Barat;0;0;0;https://x.com/aaaaaaaannggggg/status/1740374825116504195;1,32629E+18;aaaaaaaannggggg
1,74037E+18;Thu Dec 28 13:55:20 +0000 2023;0;Soal dukung mendukung tak ada hubungannya dengan tingkat pendidikan karena di negeri ini berpendidikan tinggi atau well-educated tidak menjamin seseorang itu cerdas karena gelar sarjana hanya tanda bahwa seseorang itu pernah kuliah.....;1,74037E+18;;;in;Kota Makassar;0;0;0;https://x.com/adaterusji/status/1740370853911842882;1925967332;adaterusji
1,74037E+18;Thu Dec 28 13:45:54 +0000 2023;0;Ganjar akan biayai pendidikan anak keluarga miskin hingga kuliah #GanjarPeduliGenerasiRI https://t.co/EDwsDs3FHk;1,74037E+18;https://pbs.twimg.com/media/GCcH5wfaIAAAiGz.jpg;;in;;0;0;0;https://x.com/siagaselalu/status/1740368476953596027;1,42908E+18;siagaselalu
1,74036E+18;Thu Dec 28 13:15:16 +0000 2023;9;@worksfess + masih general bgt gaada achievement berupa angka - link apapun gausah pake http/www didepannya - pendidikan cukup 1 terakhir aja - ga perlu cantumin mata kuliah relevan lebih baik cantumin pengalaman proyek atau skripsi ada guide &amp;;;;;;;;;;;
1,74036E+18;Thu Dec 28 13:04:41 +0000 2023;1;bayar uang kuliah ut! per semester lewat 0v0 gitu ada kendala gk ya? rencananya mau pisahin duit lewat situ buat biaya pendidikan dan kebetulan ada opsi biaya pendidikan ke ut;1,74036E+18;;;in;;0;1;1;https://x.com/utfess/status/1740358107233149428;1,45142E+18;utfess
1,74036E+18;Thu Dec 28 13:02:00 +0000 2023;0;Apa ya? Emaknya alpha girl sugar mommy untuk dirinya sendiri dan juga kucingnya dan juga aware sama mental healthness karena kuliah pendidikan jd tau psikolog dasar psikolog anak dan remaja terus pny guru private soalnya emaknya guru;1,74036E+18;;;in;;0;1;0;https://x.com/shxxxvii/status/1740357429932798052;1,5598E+18;shxxxvii
1,74033E+18;Thu Dec 28 12:55:07 +0000 2023;0;@arifin_writer @syaithannn @PartaiSocmed kalo Lo Masi ngotot pendidikan pendukung PAGI lebih banyak kuliahnya lo brrti gbisa baca. pendidikan kuliah 45.8 diatasnya ada SMA 49.7 yang bahkan lebih rendah drpd SD 46.7.;1,74036E+18;;arifin_writer;in;;0;0;0;https://x.com/misaksi/status/1740355697228083567;2939040276;misaksi
1,74032E+18;Thu Dec 28 12:54:44 +0000 2023;0;@nuggetpedaz Betul bnyk org desa yg pendidikan rendah tpi sesungguhnya mrk cerdas dan kritis lho. Kita selama ini bnyk dibohongi oleh angka statistik rata pendidikan cma SMP. Pdhl seperti kata bung RG ijazah hanya tanda org kuliah bkn berpikir;1,74036E+18;;;in;;0;0;0;https://x.com/lapetop1/status/1740355603598578075;1,34466E+18;lapetop1
1,74033E+18;Thu Dec 28 12:47:08 +0000 2023;0;@arifin_writer @syaithannn @PartaiSocmed baca lagi komen gue masa gapaham. mau Lo bandingin pendidikan nya pekerjaan nya PAGI itu lebih banyak daripada Anies jadi ya perbandingan nya pake rasio lah. dari total pendukung Anies pendukung nya paling banyak k;1,74035E+18;;arifin_writer;in;;0;0;0;https://x.com/misaksi/status/1740353689465077904;2939040276;misaksi
1,73955E+18;Thu Dec 28 12:47:04 +0000 2023;0;@utfess kalo kuliah pendidikan kimia ga rekomended sih buat aku full online bener2 bingung kalo belajar sendiri;1,74035E+18;;utfess;in;;0;0;0;https://x.com/yourlittlepuff/status/1740353673488998446;482978204;yourlittlepuff
1,74034E+18;Thu Dec 28 12:27:10 +0000 2023;1;@rainnrf sbnrnya upi tu ga cuma buat lulusan guru aja (kecuali lu ambil jurusan yg pendidikan iya). Sbnrnya UPI sm UNJ tu dl sama (kl gaslh) krna dlu sm2 namanya IKIP ya mmng buat yg mau jadi guru kuliah dsna. tp skrng udh umum ga cuma buat yg mo guru aja;1,74035E+18;;rainnrf;in;D;0;2;0;https://x.com/Brullsz/status/1740348663204081818;1,63016E+18;Brullsz
1,74033E+18;Thu Dec 28 12:22:38 +0000 2023;0;@arifin_writer @syaithannn @PartaiSocmed ya mau dibandingin sama peternah SD kuliah IRT jg menang pagi. kalo mau bandingin ya berdasarkan tiap Paslon paling banyak dari mana? hasilnya kan Anies paling tinggi dokter pengacara pengusaha dgn pendidikan kulia;1,74035E+18;;arifin_writer;in;;0;1;0;https://x.com/misaksi/status/1740347525813703051;2939040276;misaksi
