conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,74132E+18;Sun Dec 31 04:45:57 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan ‍ @TelkomIndonesia #ElevatingYourFuture @lemonadefe @muhamad_rizqi7 @ainunsarawt;1,74132E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741319761253089395;969749089;fikriarya98
1,74132E+18;Sun Dec 31 04:45:51 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan ‍ @TelkomIndonesia #ElevatingYourFuture @lemonadefe @muhamad_rizqi7 @ainunsarawt;1,74132E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741319733339988280;969749089;fikriarya98
1,74132E+18;Sun Dec 31 04:45:37 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan ‍ @TelkomIndonesia #ElevatingYourFuture @lemonadefe @muhamad_rizqi7 @ainunsarawt;1,74132E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741319674737180975;969749089;fikriarya98
1,74132E+18;Sun Dec 31 04:45:30 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan ‍ @TelkomIndonesia #ElevatingYourFuture @lemonadefe @muhamad_rizqi7 @ainunsarawt;1,74132E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741319646933086606;969749089;fikriarya98
1,74132E+18;Sun Dec 31 04:45:21 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan @TelkomIndonesia #ElevatingYourFuture @lemonadefe @muhamad_rizqi7 @ainunsarawt;1,74132E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741319609620594843;969749089;fikriarya98
1,74132E+18;Sun Dec 31 04:45:10 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan @TelkomIndonesia #ElevatingYourFuture @lemonadefe @muhamad_rizqi7 @ainunsarawt;1,74132E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741319563625771256;969749089;fikriarya98
1,74132E+18;Sun Dec 31 04:45:02 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan @TelkomIndonesia #ElevatingYourFuture @lemonadefe @muhamad_rizqi7 @ainunsarawt;1,74132E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741319527110242664;969749089;fikriarya98
1,74132E+18;Sun Dec 31 04:44:52 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan ‍ @TelkomIndonesia #ElevatingYourFuture @lemonadefe @muhamad_rizqi7 @ainunsarawt;1,74132E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741319485418799554;969749089;fikriarya98
1,74132E+18;Sun Dec 31 04:44:40 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan ‍ @TelkomIndonesia #ElevatingYourFuture @lemonadefe @muhamad_rizqi7 @ainunsarawt;1,74132E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741319436383232352;969749089;fikriarya98
1,74132E+18;Sun Dec 31 04:44:25 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan @TelkomIndonesia #ElevatingYourFuture @lemonadefe @muhamad_rizqi7 @ainunsarawt;1,74132E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741319372449452239;969749089;fikriarya98
1,74132E+18;Sun Dec 31 04:29:45 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan ‍ @TelkomIndonesia #ElevatingYourFuture @ainunsarawt @momovvin @firmansyahasl;1,74132E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741315683571609787;969749089;fikriarya98
1,74132E+18;Sun Dec 31 04:29:37 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan ‍ @TelkomIndonesia #ElevatingYourFuture @ainunsarawt @momovvin @firmansyahasl;1,74132E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741315650059174113;969749089;fikriarya98
1,74132E+18;Sun Dec 31 04:29:12 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan ‍ @TelkomIndonesia #ElevatingYourFuture @ainunsarawt @momovvin @firmansyahasl;1,74132E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741315546074022153;969749089;fikriarya98
1,74132E+18;Sun Dec 31 04:29:03 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan @TelkomIndonesia #ElevatingYourFuture @ainunsarawt @momovvin @firmansyahasl;1,74132E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741315506114637889;969749089;fikriarya98
1,74132E+18;Sun Dec 31 04:28:52 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan ️ @TelkomIndonesia #ElevatingYourFuture @ainunsarawt @momovvin @firmansyahasl;1,74132E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741315459163861062;969749089;fikriarya98
1,74132E+18;Sun Dec 31 04:27:53 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan @TelkomIndonesia #ElevatingYourFuture @ainunsarawt @momovvin @firmansyahasl;1,74132E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741315212807225605;969749089;fikriarya98
1,74132E+18;Sun Dec 31 04:27:42 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan @TelkomIndonesia #ElevatingYourFuture @ainunsarawt @momovvin @firmansyahasl;1,74132E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741315165734510774;969749089;fikriarya98
1,74131E+18;Sun Dec 31 04:24:44 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan @TelkomIndonesia #ElevatingYourFuture @ainunsarawt @momovvin @firmansyahasl;1,74131E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741314419257495706;969749089;fikriarya98
1,74131E+18;Sun Dec 31 04:21:51 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan @TelkomIndonesia #ElevatingYourFuture @ainunsarawt @momovvin @firmansyahasl;1,74131E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741313693999305112;969749089;fikriarya98
1,74131E+18;Sun Dec 31 04:21:44 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan @TelkomIndonesia #ElevatingYourFuture @ainunsarawt @momovvin @firmansyahasl;1,74131E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741313665721315591;969749089;fikriarya98
1,74131E+18;Sun Dec 31 04:21:39 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan @TelkomIndonesia #ElevatingYourFuture @ainunsarawt @momovvin @firmansyahasl;1,74131E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741313643004985741;969749089;fikriarya98
1,74131E+18;Sun Dec 31 04:21:33 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan @TelkomIndonesia #ElevatingYourFuture @ainunsarawt @momovvin @firmansyahasl;1,74131E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741313619751792887;969749089;fikriarya98
1,74131E+18;Sun Dec 31 04:20:12 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan @TelkomIndonesia #ElevatingYourFuture @lemonadefe @2_dumi @muhamad_rizqi7;1,74131E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741313278360608939;969749089;fikriarya98
1,74131E+18;Sun Dec 31 04:20:06 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan @TelkomIndonesia #ElevatingYourFuture @lemonadefe @2_dumi @muhamad_rizqi7;1,74131E+18;;;in;u unfoll w unfoll ;0;0;0;https://x.com/fikriarya98/status/1741313255753318643;969749089;fikriarya98
1,74131E+18;Sun Dec 31 04:19:26 +0000 2023;0;Tahun 2023 banyak tugas kuliah yg meresahkan Tapi untungnya IPK ku tidak begitu menyedihkan Tahun 2024 semoga semuanya membahagiakan Apalagi jika urusan pendidikan ku dilancarkan @TelkomIndonesia #ElevatingYourFuture @lemonadefe @2_dumi @muhamad_rizqi7;1,74131E+18;;;in;u unfoll w unfoll ;1;0;0;https://x.com/fikriarya98/status/1741313085972033966;969749089;fikriarya98
1,74119E+18;Sat Dec 30 19:59:28 +0000 2023;0;Gak sabar lihat DKI Jakarta jadi pusat pendidikan mulai dari yang miskin bisa kuliah! # @niaraaesgyu #GanjarMahfud2024 #GanjarMahfudM3nang #L3bihbaik https://t.co/GRmBgmkqyq;1,74119E+18;https://pbs.twimg.com/media/GCnwljJbAAAqBER.jpg;;in;Sabang;0;0;0;https://x.com/AdiKusumaz/status/1741187263818768406;1,68442E+18;AdiKusumaz
1,74119E+18;Sat Dec 30 19:55:30 +0000 2023;0;Pendidikan adalah hak semua orang Ganjar-Mahfud punya misi kuat buat pastiin anak-anak dari keluarga miskin bisa dapetin kesempatan yang sama buat kuliah. @nayanika_kim #GanjarMahfud2024 #GanjarMahfudM3nang #L3bihbaik https://t.co/BKG7X8lvhw;1,74119E+18;https://pbs.twimg.com/media/GCnvrfYaIAABaid.jpg;;in;Samarinda;0;0;0;https://x.com/dimasazkaaa/status/1741186265750651072;1,68407E+18;dimasazkaaa
1,74118E+18;Sat Dec 30 19:44:18 +0000 2023;0;Ganjar - Mahfud memperlihatkan kepedulian mendalam terhadap pendidikan dengan Kuliah Gratis untuk Anak Prajurit &amp;;;;;;;;;;;
1,74118E+18;Sat Dec 30 19:44:15 +0000 2023;0;Dengan Kuliah Gratis untuk Anak Prajurit &amp;;;;;;;;;;;
1,74118E+18;Sat Dec 30 19:36:40 +0000 2023;0;Ganjar - Mahfud menekankan pentingnya akses pendidikan tinggi yang merata bagi seluruh masyarakat Indonesia melalui program Kuliah Gratis untuk Anak Prajurit &amp;;;;;;;;;;;
